,id_movie,department,gender,job,name,id
272387,183011,Directing,2,Director,Jay Oliva,105643
272397,62441,Directing,0,Director,James Strong,95893
272405,197602,Directing,0,Director,Frederic Goode,143386
272412,182127,Directing,0,Director,Herman Yau,92831
272425,199420,Directing,2,Director,Wayne Kramer,19000
272508,77663,Directing,2,Director,Mark Steven Johnson,16837
272547,129507,Directing,0,Director,Shirish Kunder,9897
272550,260156,Directing,0,Director,Erik Gandini,90139
272551,260156,Directing,2,Director,Tarik Saleh,119293
272557,100287,Directing,0,Director,Bente Milton,1024221
272558,100287,Directing,0,Director,Mikkel Stolt,1024222
272559,77173,Directing,2,Director,Vernon Sewell,99577
272562,119928,Directing,0,Director,Colin Lowrey,1071593
272563,179111,Directing,2,Director,Ben Wheatley,137467
272589,138843,Directing,2,Director,James Wan,2127
272639,28698,Directing,2,Director,Richard Hawkins,132225
272640,31122,Directing,0,Director,Will Zens,1004709
272644,54320,Directing,2,Director,William Eubank,125324
272646,51481,Directing,1,Director,Melanie Mayron,83313
272664,178809,Directing,2,Director,Jeff Renfroe,229002
272722,79699,Directing,2,Director,Michael F. Sears,587845
272723,23431,Directing,0,Director,Greg Osborne,1208675
272724,172847,Directing,2,Director,Kevin Goetz,21476
272725,172847,Directing,2,Director,Michael Goetz,21477
272741,39308,Directing,2,Director,Michael Carreras,29664
272748,43980,Directing,0,Director,Bahram Beizai,1098592
272754,5646,Directing,0,Director,Russ Meyer,4590
272761,209204,Directing,1,Director,Kate Davis,943375
272763,209204,Directing,2,Director,David Heilbroner,947525
272765,103173,Directing,0,Director,Fumihiko Sori,70103
272769,87245,Directing,2,Director,René Clément,9740
272779,174322,Directing,2,Director,Josh Fox,124294
272790,216755,Directing,2,Director,Alex Gibney,71797
272793,77950,Directing,0,Director,David Soren,94075
272805,42871,Directing,2,Director,Phil Karlson,29907
272817,173980,Directing,0,Director,Waymon Boone,1157729
272841,76170,Directing,2,Director,James Mangold,366
272922,191231,Directing,0,Director,Benjamin Carland,1171781
272924,17303,Directing,2,Director,Chris Stapp,81582
272928,192990,Directing,2,Director,John Mills,11859
272932,81581,Directing,0,Director,J. Clay Tweel,1039404
272937,159344,Directing,0,Director,Thomas Arslan,239424
272939,75878,Directing,0,Director,Erik Gandini,90139
272940,75878,Directing,2,Director,Tarik Saleh,119293
272941,23368,Directing,0,Director,Erwin Wagenhofer,68627
272944,47089,Directing,0,Director,Vicente Amorim,72133
272947,159138,Directing,1,Director,Lucy Walker,34949
272954,172533,Directing,0,Director,Joe Swanberg,40863
272977,123261,Directing,0,Director,Eva Sørhaug,89795
272979,159092,Directing,2,Director,Thomas Lennon,539
272983,159092,Directing,2,Director,Ben Garant,59413
273000,146216,Directing,2,Director,Dean Parisot,15002
273010,59558,Directing,2,Director,Y.K. Kim,937109
273012,59558,Directing,0,Director,Woo-sang Park,937110
273018,177221,Directing,2,Director,Jeremy Gardner,1159650
273028,198062,Directing,2,Director,Brad Copeland,68574
273034,19593,Directing,2,Director,Bill Bixby,19138
273038,47404,Directing,2,Director,Jacques Tourneur,10146
273052,180948,Directing,0,Director,Mukunda Michael Dewil,1163471
273057,120393,Directing,2,Director,Jamshed Usmonov,932371
273060,284231,Directing,0,Director,Pengau Nengo,1347507
273065,66753,Directing,0,Director,Maroun Bagdadi,240036
273067,46729,Directing,0,Director,David Ray,1375378
273069,115046,Directing,2,Director,John Winter,57958
273074,62843,Directing,0,Director,Otakar Vávra,55735
273086,117209,Directing,0,Director,Algimantas Puipa,1069228
273098,144570,Directing,0,Director,Algimantas Puipa,1069228
273114,76043,Directing,0,Director,Shane O'Sullivan,448930
273118,165213,Directing,0,Director,Park Hoon-Jung,557736
273126,188468,Directing,2,Director,Mervyn LeRoy,9054
273129,58291,Directing,0,Director,Anthony Wonke,1186425
273130,79850,Directing,0,Director,Pascal Rabaté,145823
273135,192126,Directing,0,Director,Chadd Harbold,1172509
273136,160139,Directing,2,Director,Bille August,19684
273180,117856,Directing,2,Director,Bruce Davison,52374
273181,65435,Directing,0,Director,Jeremy Earp,223418
273183,65435,Directing,0,Director,Adriana Barbaro,1276454
273187,27957,Directing,0,Director,Levent Semerci,107903
273213,83566,Directing,0,Director,Aaron Newman,929807
273216,173938,Directing,2,Director,Tony Coleman,979351
273226,138308,Directing,2,Director,George Sherman,94096
273241,136400,Directing,2,Director,Baltasar Kormákur,67813
273260,127905,Directing,0,Director,Nina Davenport,213602
273263,125164,Directing,0,Director,João Salaviza,1081027
273267,77728,Directing,0,Director,Laurent Boutonnat,448563
273268,17275,Directing,0,Director,Gavin Claxton,1022759
273270,238748,Directing,2,Director,Tommy Lee Wallace,11777
273278,74310,Directing,2,Director,Danfung Dennis,547781
273280,151743,Directing,0,Director,Xu Zheng,118711
273281,168138,Directing,2,Director,Àlex Pastor,94220
273283,168138,Directing,2,Director,David Pastor,94222
273292,157016,Directing,1,Director,Penny Lane,1138244
273294,85984,Directing,1,Director,Shari Springer Berman,72205
273295,85984,Directing,2,Director,Robert Pulcini,72206
273301,89325,Directing,2,Director,Lawrence Kasdan,8844
273313,160588,Directing,2,Director,Woody Allen,1243
273326,153738,Directing,0,Director,Richard Raaphorst,1134632
273346,179144,Directing,2,Director,Paolo Sorrentino,56194
273375,31354,Directing,2,Director,Guillaume Canet,19866
273387,28173,Directing,2,Director,Lloyd Kaufman,78021
273388,28173,Directing,2,Director,Michael Herz,78023
273389,102867,Directing,1,Director,Elizabeth Mims,1085792
273390,102867,Directing,2,Director,Jason Tippet,1085796
273392,109729,Directing,0,Director,Paul Schrader,1035
273423,26622,Directing,2,Director,Michael Apted,10781
273468,77664,Directing,0,Director,Tony Cookson,259862
273470,205798,Directing,2,Director,Jesse Vint,12123
273471,43167,Directing,2,Director,George B. Seitz,89749
273474,11144,Directing,1,Director,Michele Lupo,33806
273484,11614,Directing,1,Director,Michele Lupo,33806
273494,58447,Directing,0,Director,T. Fikret Uçak,1320896
273500,211587,Directing,0,Director,Dietrich Johnston,1195658
273501,244447,Directing,1,Director,Christy Cabanne,90375
273506,22924,Directing,0,Director,Richard Fleischer,2087
273510,205005,Directing,0,Director,Steve Skrovan,1187397
273511,121831,Directing,1,Director,Liz Garbus,96199
273515,191619,Directing,2,Director,Larry Fessenden,31268
273518,44796,Directing,2,Director,Peter Manoogian,103569
273539,19154,Directing,0,Director,Kevin Tenney,82579
273597,50277,Directing,2,Director,Steven Pearl,54773
273605,26450,Directing,2,Director,Blair Treu,226552
273607,77645,Directing,2,Director,Lee Sholem,97573
273611,149856,Directing,2,Director,Francis Schaeffer,933488
273612,83040,Directing,0,Director,Michael Galinsky,95432
273613,83040,Directing,0,Director,Suki Hawley,95433
273614,102234,Directing,0,Director,Anders Engström,138205
273616,189242,Directing,0,Director,Aleksi Salmenperä,93003
273619,185574,Directing,2,Director,Louis C.K.,52849
273630,4548,Directing,0,Director,Josée Dayan,37186
273636,76285,Directing,2,Director,Thor Freudenthal,109857
273664,77931,Directing,2,Director,Raja Gosnell,1215
273683,177699,Directing,2,Director,Declan Lowney,81809
273689,23535,Directing,2,Director,Mark L. Lester,67753
273699,158743,Directing,0,Director,Andrew Bujalski,40864
273707,58218,Directing,0,Director,Jean Brismée,97928
273721,121791,Directing,0,Director,Ziad Doueiri,148455
273731,201676,Directing,0,Director,Jayson Thiessen,1363226
273737,30143,Directing,0,Director,Soji Yoshikawa,670174
273739,30143,Directing,0,Director,Yasuo Ôtsuka,929972
273748,89345,Directing,2,Director,Ralph E. Portillo,223762
273757,205985,Directing,0,Director,Ron Davis,1188381
273759,147276,Directing,0,Director,J.C. Reifenberg,929496
273760,42502,Directing,2,Director,Luis Buñuel,793
273777,76544,Directing,2,Director,Keanu Reeves,6384
273779,38120,Directing,2,Director,Edward L. Cahn,31764
273788,36089,Directing,2,Director,Fred F. Sears,82751
273800,113148,Directing,2,Director,David Gordon Green,64141
273812,44545,Directing,2,Director,Fred F. Sears,82751
273826,21683,Directing,0,Director,Curt Geda,34920
273827,21683,Directing,2,Director,Tim Maltby,34927
273830,65291,Directing,1,Director,Lauren Montgomery,74863
273839,65291,Directing,2,Director,Jay Oliva,105643
273840,65291,Directing,2,Director,Christopher Berkeley,209181
273848,35919,Directing,2,Director,Edward L. Cahn,31764
273854,39027,Directing,2,Director,Rick King,15305
273856,212994,Directing,2,Director,Werner Herzog,6818
273860,50346,Directing,2,Director,Albert Pyun,63937
273863,61954,Directing,0,Director,Spiro Razatos,112682
273866,138832,Directing,0,Director,Rawson Marshall Thurber,57633
273912,157862,Directing,2,Director,Robert Houston,43980
273920,39957,Directing,2,Director,Carlos Brooks,59432
273937,109418,Directing,2,Director,Dennis Dugan,17494
273954,211830,Directing,0,Director,Jason Scott Sadofsky,149887
273955,212927,Directing,1,Director,Wendy Jo Carlton,122673
273958,110410,Directing,0,Director,Johnnie To,25236
273967,18851,Directing,2,Director,Elliott Nugent,89914
273980,259808,Directing,2,Director,Andy Wolk,115447
273990,97008,Directing,0,Director,Kristin Canty,1011959
273996,59859,Directing,2,Director,Jeff Wadlow,55075
274019,87421,Directing,0,Director,David Twohy,28239
274031,151960,Directing,2,Director,Klay Hall,111736
274038,54266,Directing,0,Director,Kenji Misumi,80702
274044,59589,Directing,2,Director,Herbert I. Leeds,120776
274047,155751,Directing,2,Director,George B. Seitz,89749
274050,59735,Directing,2,Director,Armand Mastroianni,128639
274054,158999,Directing,1,Director,Gabriela Cowperthwaite,1045176
274069,115348,Directing,2,Director,Robert Luketic,36797
274092,124091,Directing,0,Director, Davide Manuli,931930
274095,27003,Directing,2,Director,Roy William Neill,25165
274103,149870,Directing,2,Director,Hayao Miyazaki,608
274150,24631,Directing,1,Director,Neele Leana Vollmar,68338
274153,81780,Directing,0,Director,Juan Vicente Córdoba,1031176
274156,26158,Directing,0,Director,Andrew Marton,57142
274168,198210,Directing,0,Director,Olatunde Osunsanmi,62369
274203,204128,Directing,1,Director,Mai Zetterling,55156
274205,115782,Directing,2,Director,Joshua Michael Stern,64139
274215,65958,Directing,2,Director,Édouard Molinaro,24380
274216,215134,Directing,2,Director,Michael Apted,10781
274220,123553,Directing,2,Director,Harald Zwart,21981
274233,113362,Directing,0,Director,Chanoch Ze'evi,1115067
274237,98412,Directing,0,Director,Jess Feast,1182836
274239,47559,Directing,2,Director,Justin Chadwick,71570
274240,154282,Directing,1,Director,Lynn Shelton,90492
274249,92506,Directing,0,Director,Ross Ashcroft,994314
274253,184020,Directing,1,Director,Danièle Thompson,1963
274260,72968,Directing,2,Director,Aleksandr Rou,98839
274269,132363,Directing,2,Director,Lee Daniels,20019
274338,157360,Directing,1,Director,Lake Bell,25703
274381,54133,Directing,0,Director,Ovidio G. Assonitis,103129
274390,62755,Directing,2,Director,Monte Hellman,20921
274402,159622,Directing,0,Director,Cullen Hoback,116779
274410,174346,Directing,2,Director,Alex Meillier,1131020
274414,45109,Directing,2,Director,Michael DeLuise,55557
274415,128133,Directing,2,Director,Jem Cohen,74971
274426,152748,Directing,2,Director,David Lowery,592493
274439,133108,Directing,0,Director,Ryan Richmond,1096519
274441,200063,Directing,0,Director,Hans Fjellestad,77657
274443,49542,Directing,0,Director,Jon Alpert,142403
274444,49542,Directing,0,Director,Ellen Goosenberg Kent,142404
274449,35895,Directing,2,Director,Frank Tuttle,80727
274455,122906,Directing,2,Director,Richard Curtis,7018
274464,83114,Directing,0,Director,Eric Khoo,56212
274470,205022,Directing,0,Director,Rohit Shetty,86783
274482,98064,Directing,0,Director,Maria Demopoulos,1016132
274483,98064,Directing,0,Director,Jodi Wille,1151847
274485,15440,Directing,0,Director,Mats Stenberg,87883
274519,56937,Directing,2,Director,Mikkel Brænne Sandemose,225814
274554,19029,Directing,0,Director,Pinchas Perry,84013
274560,30689,Directing,2,Director,Dario Argento,4955
274567,122088,Directing,0,Director,Rama Burshtein,1075506
274579,101179,Directing,0,Director,Robert Heath,145045
274592,104880,Directing,2,Director,Jean-Philippe Tremblay,1118086
274593,130055,Directing,0,Director,Pascal Bonitzer,64750
274604,30061,Directing,1,Director,Lauren Montgomery,74863
274606,30061,Directing,0,Director,Sam Liu,90367
274613,117924,Directing,0,Director,Linda Goldstein Knowlton,1033793
274617,91690,Directing,2,Director,Robert Guédiguian,5069
274622,98568,Directing,2,Director,Jack Heller,155945
274634,109260,Directing,0,Director,Sérgio Tréfaut,1045479
274637,154019,Directing,0,Director,Fernando Lopes,937191
274643,199373,Directing,0,Director,Scott Walker,1179590
274655,66608,Directing,2,Director,Uwe Boll,23799
274662,116764,Directing,0,Director,Paul Williams,220152
274665,250155,Directing,0,Director,Peter Levin,1056130
274667,83899,Directing,2,Director,Adam Wingard,98631
274680,51166,Directing,2,Director,Michel Boisrond,35216
274682,42355,Directing,0,Director,Ya-chuan Hsiao,127926
274683,46891,Directing,1,Director,Erica Dunton,212406
274684,66148,Directing,2,Director,Marcel L'Herbier,143353
274687,96252,Directing,2,Director,Richard Thorpe,70862
274690,77123,Directing,2,Director,Otto Preminger,834
274691,77123,Directing,2,Director,Ernst Lubitsch,2428
274705,107231,Directing,2,Director,George Sidney,21506
274707,83272,Directing,0,Director,Marlon Rivera,1012317
274709,242920,Directing,2,Director,Tom Gries,18592
274712,167919,Directing,0,Director,Tobias Tobbell,1162827
274719,136466,Directing,0,Director,Noah Buschel,114004
274721,26971,Directing,0,Director,Joaquín Oristrell,43317
274726,25756,Directing,2,Director,Victor Salva,56349
274729,169209,Directing,2,Director,Dito Montiel,53935
274778,39005,Directing,2,Director,Terry Gilliam,280
274781,217038,Directing,0,Director,Matti Ijäs,151083
274789,140708,Directing,0,Director,Antti Heikki Pesonen,1113222
274794,29231,Directing,2,Director,Brian Grant,42946
274802,48319,Directing,2,Director,Quinton Peeples,221664
274807,21708,Directing,0,Director,Jeong Heung-sun,87789
274808,129432,Directing,1,Director,Sólveig Anspach,1031204
274812,138496,Directing,2,Director,Justin Dix,1048421
274817,122372,Directing,2,Director,Mauro Borrelli,21701
274847,17886,Directing,0,Director,David Morlet,82446
274851,33028,Directing,2,Director,Jack Conway,82413
274853,168496,Directing,2,Director,Anatole Litvak,37361
274857,219956,Directing,0,Director,Jud Taylor,117865
274858,127651,Directing,0,Director,Paul Hyett,1037760
274867,202495,Directing,2,Director,Olaf de Fleur Johannesson,139673
274889,32389,Directing,0,Director,François Alaux,109153
274892,32389,Directing,0,Director,Hervé de Crécy,109154
274895,32389,Directing,0,Director,Ludovic Houplain,109155
274904,43740,Directing,1,Director,Lynn Roth,198945
274910,33196,Directing,2,Director,Yoon Je-kyoon,87537
274920,198342,Directing,2,Director,Bill Filipiak,1404685
274922,198342,Directing,0,Director,Louise Palanker,1404686
274925,180318,Directing,0,Director,Pinchas Perry,84013
274927,159167,Directing,2,Director,R. J. Cutler,89814
274928,159167,Directing,2,Director,Greg Finton,993781
274930,169758,Directing,0,Director,Adam Neutzsky-Wulff,233313
274935,176720,Directing,0,Director,Luke Rivett,1159030
274940,2911,Directing,2,Director,Colin Teague,28839
274948,16921,Directing,2,Director,Adam Gierasch,76453
274993,25172,Directing,2,Director,Michael Lantieri,93258
274994,129854,Directing,2,Director,Alex Karpovsky,123515
274995,218212,Directing,2,Director,George Seaton,24939
275015,46525,Directing,2,Director,John Farrow,50300
275020,90785,Directing,0,Director,Philippe Mora,114629
275030,111190,Directing,1,Director,Anne Fontaine,48583
275041,37845,Directing,2,Director,Fabrice Joubert,118713
275048,79628,Directing,0,Director,Richard De Aragues,592451
275060,50674,Directing,2,Director,Mikael Salomon,30149
275078,136336,Directing,2,Director,Anthony Bushell,96758
275080,136336,Directing,0,Director,Reginald Beck,133869
275093,174773,Directing,2,Director,Alfred L. Werker,81930
275100,147129,Directing,2,Director,Jordan Brady,87106
275105,176734,Directing,0,Director,George Cukor,14674
275110,42244,Directing,2,Director,Bruce Kimmel,57110
275112,42244,Directing,2,Director,Mark Haggard,1069525
275113,211729,Directing,0,Director,Francis Delia,61929
275119,79950,Directing,2,Director,Lyndon Chubbuck,148658
275127,84338,Directing,0,Director,Antonio Campos,56369
275146,135812,Directing,2,Director,Dario Argento,4955
275165,107355,Directing,2,Director,George Mendeluk,105294
275166,124298,Directing,2,Director,Gary Burns,91987
275174,40833,Directing,2,Director,David Hillenbrand,63447
275175,40833,Directing,2,Director,Scott Hillenbrand,63452
275177,214091,Directing,0,Director,Richard Glatzer,82335
275179,214091,Directing,0,Director,Wash Westmoreland,82337
275180,118293,Directing,2,Director,Patrice Leconte,37626
275184,24789,Directing,2,Director,Ted Nicolaou,45989
275212,52017,Directing,2,Director,Ted Nicolaou,45989
275232,52021,Directing,2,Director,Ted Nicolaou,45989
275253,84058,Directing,0,Director,Dan Milner,103756
275258,54768,Directing,2,Director,Doug Campbell,92227
275264,211954,Directing,0,Director,Eugenio Derbez,239574
275271,52022,Directing,2,Director,Ted Nicolaou,45989
275272,174334,Directing,0,Director,Adam Bhala Lough,93019
275276,75465,Directing,2,Director,Wong Jing,548474
275281,138217,Directing,0,Director,Neil Barsky,1085287
275288,164558,Directing,2,Director,Morgan Spurlock,57492
275293,64936,Directing,2,Director,Brian De Palma,1150
275299,53417,Directing,2,Director,Charlie Chaplin,13848
275315,146223,Directing,2,Director,John Crowley,77269
275316,200236,Directing,0,Director,George Schaefer,138140
275325,219674,Directing,0,Director,Marco Bellone,1204435
275326,219674,Directing,0,Director,Giovanni Consonni,1204437
275330,27711,Directing,2,Director,Craig Ross Jr.,92933
275336,27712,Directing,1,Director,Tammi Sutton,25298
275342,61716,Directing,0,Director,John Lechago,98669
275343,185444,Directing,2,Director,Jeremy Newberger,965932
275345,185444,Directing,0,Director,Seth Kramer,1168125
275347,185444,Directing,0,Director,Daniel A. Miller,1168126
275353,146227,Directing,2,Director,Courtney Solomon,61921
275367,158884,Directing,0,Director,Hannah Fidell,1140238
275372,89623,Directing,0,Director,Oh Seong-yun,937484
275374,127451,Directing,0,Director,Stephen T. Maing,1084736
275377,134756,Directing,0,Director,John Lechago,98669
275380,27651,Directing,2,Director,David DeCoteau,97618
275382,126321,Directing,1,Director,Catherine Corsini,73654
275385,65114,Directing,0,Director,José Ferrer,12515
275395,47913,Directing,0,Director,Uli Edel,15868
275418,49802,Directing,2,Director,Roman Kachanov,1084249
275422,10432,Directing,0,Director,Matt Flynn,65203
275439,62648,Directing,2,Director,John Sturges,14520
275447,194126,Directing,0,Director,Rüdiger Sünner,1146033
275452,86685,Directing,2,Director,Dan Clark,158300
275453,82932,Directing,2,Director,Tom Shadyac,4499
275469,37463,Directing,2,Director,Roy Del Ruth,94218
275474,86235,Directing,2,Director,Stewart Raffill,59023
275483,183825,Directing,2,Director,Ray Enright,34751
275486,124429,Directing,2,Director,Fred F. Sears,82751
275488,86274,Directing,2,Director,Marc Evans,4575
275490,171964,Directing,0,Director,Susanna Helke,1154539
275491,176088,Directing,0,Director,Alonso Mayo,1065752
275502,37183,Directing,2,Director,Jack Arnold,33883
275511,40231,Directing,2,Director,William Sachs,554946
275518,17282,Directing,2,Director,Gordon Hessler,82505
275523,218508,Directing,2,Director,Masahiro Shinoda,133518
275538,49047,Directing,2,Director,Alfonso Cuarón,11218
275612,180810,Directing,0,Director,Zack Bernbaum,1163332
275613,57655,Directing,2,Director,Henry Pincus,954103
275631,95730,Directing,0,Director,Gary Sherman,33094
275635,138030,Directing,2,Director,Satyajit Ray,12160
275637,207768,Directing,2,Director,Steven R. Monroe,88039
275669,212716,Directing,2,Director,Michael Dowse,71280
275684,122597,Directing,2,Director,Hugh Hartford,1091896
275685,104634,Directing,0,Director,Xavier Villaverde,1036768
275688,28735,Directing,2,Director,Roger Corman,102429
275695,28735,Directing,0,Director,Nicholas Niciphor,37379
275697,28735,Directing,2,Director,Allan Arkush,83198
275704,103902,Directing,2,Director,Peter Duncan,61335
275707,115199,Directing,2,Director,Jeremy Kipp Walker,53079
275709,115199,Directing,0,Director,John Mitchell,1060626
275724,146233,Directing,2,Director,Denis Villeneuve,137427
275760,164457,Directing,2,Director,Scott Cooper,65167
275770,133369,Directing,0,Director,Christopher MacBride,1097098
275780,130593,Directing,0,Director,Lisa Barros D'Sa,124830
275781,130593,Directing,0,Director,Glenn Leyburn,124831
275788,156711,Directing,2,Director,Jerusha Hess,57408
275817,91586,Directing,2,Director,James Wan,2127
275840,195757,Directing,2,Director,Michael Landon Jr.,60438
275850,96721,Directing,2,Director,Ron Howard,6159
275863,57892,Directing,2,Director,Yılmaz Erdoğan,99314
275866,158895,Directing,0,Director,Chad Hartigan,1031144
275874,112205,Directing,2,Director,Luc Besson,59
275877,64820,Directing,0,Director,Marc Munden,176484
275878,62503,Directing,0,Director,Philip G. Flores,1009303
275881,58607,Directing,0,Director,Maryann DeLeo,96148
275883,58607,Directing,0,Director,Richard Farrell,228142
275885,11111,Directing,0,Director,Josh Lowell,68093
275889,11111,Directing,2,Director,Peter Mortimer,68094
275893,169813,Directing,2,Director,Destin Cretton,1144604
275912,121789,Directing,0,Director,Ramin Bahrani,45730
275924,30995,Directing,0,Director,John Elias Michalakis,107476
275937,85509,Directing,1,Director,Martha Coolidge,63713
275942,27885,Directing,2,Director,Michael Keusch,55161
275952,28320,Directing,2,Director,James C.E. Burke,135439
275954,38807,Directing,2,Director,Tim Whelan,71788
275970,41349,Directing,2,Director,Leo McCarey,30008
275975,106599,Directing,0,Director,Daniel Anker,1181223
275977,103713,Directing,0,Director,Mike Corbera,1034654
275987,180314,Directing,2,Director,Shane Salerno,6039
275990,133701,Directing,0,Director,Ian Hubert,137897
276003,34188,Directing,2,Director,Scott S. Anderson,87808
276007,63924,Directing,0,Director,Don Allan,1311777
276011,129734,Directing,2,Director,Ulrich Seidl,40506
276018,158711,Directing,0,Director,Chad Cohen,559311
276021,12791,Directing,0,Director,Maurice Devereaux,73608
276035,9971,Directing,2,Director,Jonathan Segal,61204
276047,156339,Directing,0,Director,Victor Fleming,9049
276060,102059,Directing,2,Director,Lewis Teague,21819
276068,103689,Directing,0,Director,Carlos Reygadas,20660
276081,174348,Directing,1,Director,Meera Menon,1157091
276084,129139,Directing,0,Director,Maggie Carey,1088647
276098,219288,Directing,0,Director,Jeffrey Travis,1204082
276101,74137,Directing,2,Director,Brian De Palma,1150
276103,74137,Directing,2,Director,Wilford Leach,254182
276105,74137,Directing,0,Director,Cynthia Munroe,1276202
276107,119826,Directing,2,Director,Dan Sallitt,1071150
276111,36992,Directing,0,Director,Tom Logan,228434
276112,36992,Directing,0,Director,Hugh Parks,1039360
276117,43678,Directing,2,Director,Charlie Chaplin,13848
276123,50775,Directing,2,Director,Charlie Chaplin,13848
276134,136911,Directing,2,Director,Morgan O'Neill,75753
276191,27457,Directing,0,Director,Daniel Filho,8568
276193,108564,Directing,2,Director,Otto Preminger,834
276214,176238,Directing,0,Director,Stephen Finnigan,1169396
276219,22731,Directing,2,Director,James Isaac,69579
276225,100544,Directing,0,Director,Brian A Miller,1024823
276237,19458,Directing,0,Director,Allison Liddi-Brown,1213560
276238,41347,Directing,2,Director,Sam Taylor,143561
276241,53407,Directing,2,Director,Gilbert M. Anderson,44879
276244,53374,Directing,2,Director,Mack Sennett,89518
276245,53374,Directing,1,Director,Mabel Normand,89563
276246,220714,Directing,2,Director,Indra Kumar,105446
276247,109417,Directing,0,Director,Benson Lee,1046142
276263,115189,Directing,0,Director,Jason Massot,1060615
276266,43065,Directing,2,Director,Andrew Monument,130758
276271,40950,Directing,2,Director,Jack Gold,70055
276280,34937,Directing,2,Director,Richard Laxton,122590
276293,245950,Directing,0,Director,Thanos Kermitsis,1317108
276295,81996,Directing,2,Director,Hal Needham,67767
276296,39243,Directing,2,Director,Michael Dinner,84165
276305,114726,Directing,2,Director,Francis Veber,38507
276312,121676,Directing,1,Director,Ruba Nadda,108072
276314,156708,Directing,1,Director,Jill Soloway,182009
276317,127878,Directing,2,Director,Tom Donahue,1085907
276321,199615,Directing,0,Director,János Szász,140027
276324,71700,Directing,2,Director,Carl Bessai,62897
276337,47038,Directing,0,Director,Lew Lehman,225316
276345,136966,Directing,2,Director,George Archainbaud,101885
276357,85656,Directing,2,Director,Noboru Iguchi,76171
276359,32630,Directing,0,Director,Darryl Roberts,116788
276360,139998,Directing,0,Director,Daniel Schechter,90575
276365,81857,Directing,2,Director,Yorgos Lanthimos,122423
276380,73590,Directing,0,Director,Benjamin Whalley,1006860
276392,221410,Directing,0,Director,Zoe Mavroudi,1206516
276394,75506,Directing,2,Director,Edward Bernds,34402
276400,134394,Directing,2,Director,Andrew Currie,64754
276420,23045,Directing,2,Director,W. Lee Wilder,89702
276426,53949,Directing,2,Director,Arnold Laven,55692
276451,25666,Directing,0,Director,Brian Trenchard-Smith,84981
276452,91018,Directing,0,Director,Doug Wilson,939280
276455,448538,Directing,0,Director,Brett Ingram,555506
276458,179109,Directing,1,Director,Claire Denis,9888
276478,62425,Directing,2,Director,John Moffitt,87671
276479,129670,Directing,0,Director,Alexander Payne,13235
276548,45756,Directing,2,Director,Dick Maas,21440
276560,2093,Directing,2,Director,Dick Maas,21440
276576,209263,Directing,1,Director,Nicole Holofcener,56539
276592,138697,Directing,2,Director,Joseph Gordon-Levitt,24045
276624,168051,Directing,2,Director,Matthew Miele,56334
276629,133931,Directing,0,Director,Wayne Thornley,1098107
276634,28484,Directing,2,Director,Raoul Walsh,8823
276641,36130,Directing,0,Director,Nicole Rittenmeyer,1246706
276642,36130,Directing,0,Director,Seth Skundrick,1637831
276644,26251,Directing,0,Director,Michael Drumm,86298
276645,41889,Directing,2,Director,Jack Hill ,31310
276657,23385,Directing,2,Director,Richard Jobson,129825
276660,15810,Directing,2,Director,Jonathan Ogilvie,933013
276663,128135,Directing,0,Director,Toomas Hussar,1086407
276681,157820,Directing,2,Director,Michel Gondry,201
276693,193613,Directing,2,Director,Nimród Antal,41671
276701,51452,Directing,2,Director,Adam Curtis,142618
276706,27232,Directing,2,Director,Lucio Fulci,29433
276716,157409,Directing,0,Director,Sebastián Silva,98251
276727,217014,Directing,0,Director,Ruben Smit,1201635
276728,217014,Directing,0,Director,Mark Verkerk,1201636
276730,132887,Directing,0,Director,Alan Berliner,142200
276755,70115,Directing,0,Director,Mark Hartley,113876
276762,78143,Directing,2,Director,Volker Schlöndorff,10249
276765,216374,Directing,0,Director,Mark Edwin Robinson,109599
276767,118948,Directing,2,Director,William Beaudine,30833
276772,249333,Directing,2,Director,Lloyd Bacon,21305
276775,175245,Directing,0,Director,Robert Cuffley,159778
276778,100681,Directing,0,Director,Dibakar Banerjee,116143
276779,25377,Directing,2,Director,Daniel Benmayor,568279
276781,68780,Directing,0,Director,Krzysztof Lukaszewicz,1044948
276783,55230,Directing,0,Director,Janice Sutherland,1079442
276784,128241,Directing,0,Director,Rowan Athale,1001595
276786,256382,Directing,2,Director,Govindan Aravindan,1186362
276791,60125,Directing,2,Director,Jim Milio,733442
276801,24331,Directing,2,Director,Christian Duguay,25735
276810,33305,Directing,2,Director,Christian Duguay,25735
276820,72440,Directing,0,Director,Prakash Rao,565887
276823,103168,Directing,2,Director,George Archainbaud,101885
276825,25584,Directing,2,Director,Felix Herngren,74730
276826,25584,Directing,0,Director,Måns Herngren,88792
276827,25584,Directing,2,Director,Hannes Holm,556711
276828,25584,Directing,0,Director,Hans Ingemarsson,582259
276843,172828,Directing,0,Director,Jacob Vaughan,1155518
276856,75757,Directing,0,Director,Darryl Roberts,116788
276860,86049,Directing,2,Director,Carol Reed,15378
276862,154413,Directing,0,Director,Abbas Kiarostami,119294
276865,30244,Directing,0,Director,Kabir Khan,85048
276872,158445,Directing,2,Director,Lee Hwan-kyung,1149649
276883,165904,Directing,0,Director,Neeraj Pandey,123219
276909,43727,Directing,2,Director,Dan Ireland,69099
276931,139725,Directing,0,Director,Jean-Paul Rouve,16922
276934,146238,Directing,2,Director,Brad Furman,144221
