,id_movie,name,id
42122,59726,Fantastic Films,18078
42123,59726,Solid Entertainment,23460
42124,59726,Exclusive Film Distribution,23936
42125,59726,Film I Skane,23937
42126,236751,TriStar Pictures,559
42127,236751,Screen Gems,3287
42128,236751,Roth Films,16314
42129,42697,Omega-Cyrano Productions,80115
42130,166621,First National Pictures,3245
42131,25951,Kaijyu Theater,6853
42132,193610,Twentieth Century Fox Film Corporation,306
42133,193610,LBI Productions,75017
42134,184345,Automatik Entertainment,7625
42135,184345,Open Road Films,10427
42136,242203,Chateau Wally Films,89036
42137,12242,Walt Disney Pictures,2
42138,12242,DisneyToon Studios,5391
42139,12242,SD Entertainment,29070
42140,113743,Metro-Goldwyn-Mayer (MGM),8411
42141,209350,Le Bureau,2137
42142,209350,Film4,9349
42143,209350,Free Range Films,39509
42144,139799,Metro-Goldwyn-Mayer (MGM),8411
42145,215656,Sucia Centroamericana Producciones,95666
42146,203739,Preger Entertainment,15682
42147,203739,Montford / Murphy Productions,90892
42148,127016,Nuts and Lloyd Films,40477
42149,127016,E.H. Filmes,40478
42150,199341,Wiedemann & Berg Filmproduktion,336
42151,199341,Elzévir Films,836
42152,123961,Jerry Lewis Productions,5533
42153,95556,Liberation Company,55808
42154,221737,UFO International Productions,7188
42155,254473,Canal+,5358
42156,254473,EuropaCorp,6896
42157,254473,Ciné+,23616
42158,254473,D8,32999
42159,152792,Worldview Entertainment,9015
42160,112083,Warner Bros.,6194
42161,89547,Metro-Goldwyn-Mayer (MGM),8411
42162,43857,Metro-Goldwyn-Mayer (MGM),8411
42163,80918,Metro-Goldwyn-Mayer (MGM),8411
42164,130398,Metro-Goldwyn-Mayer (MGM),8411
42165,54752,Paramount Pictures,4
42166,85564,MCP Sound & Media GmbH,49847
42167,95555,Billy Jack Enterprises,36359
42168,89584,Aksoy Film Production,24949
42169,89584,Medyapim,58719
42170,168742,Red Lamp Films,13185
42171,145247,FLX Comedy AB,28003
42172,145247,NICE FLX Pictures,28004
42173,145247,Nice Drama,28005
42174,145247,Walt Disney Studios Motion Pictures AB,42620
42175,210479,IM Global,7437
42176,210479,Shoebox Films,28473
42177,210479,A24,41077
42178,159403,Daiei Studios,881
42179,126442,Off Hollywood Pictures,3768
42180,126442,Offhollywood Digital,20853
42181,126442,Attic Light Films,22823
42182,126442,Cloud 9 Film Partners,60601
42183,242310,Hannibal Pictures,8692
42184,242310,Marco Polo Production,22347
42185,242310,Patriot Pictures,22348
42186,242310,Vocal Yokels,24972
42187,43901,RKO Radio Pictures,6
42188,180624,RKO Radio Pictures,6
42189,44323,International Pictures (I),4995
42190,211059,Graal,8943
42191,211059,ZDF/Arte,11237
42192,211059,Twenty Twenty Vision Filmproduktion GmbH,32545
42193,293444,Made Oy,86915
42194,76649,Impact Pictures,248
42195,76649,TriStar Pictures,559
42196,76649,Don Carmody Productions,4253
42197,76649,FilmDistrict,7263
42198,76649,Constantin Film International,12162
42199,44269,M6 Films,1115
42200,44269,Vertigo Productions,2756
42201,44269,Pathe,7396
42202,225564,Rectangle Productions.,8512
42203,225564,Scope Pictures,11199
42204,226269,The Asylum,1311
42205,192813,The Global Asylum,1371
42206,22701,Shintoho Company,3094
42207,22701,Walter Manley Enterprises,73766
42208,119593,Warner Bros.,6194
42209,51848,Maple Island Films,6504
42210,197919,Enderby Entertainment,21608
42211,197919,Tony-Seven Films,21609
42212,120837,Warner Bros.,6194
42213,44721,Paramount Pictures,4
42214,44721,Alfran Productions,10211
42215,44721,Furie Productions,14111
42216,42472,Metro-Goldwyn-Mayer (MGM),8411
42217,71721,Bayerischer Rundfunk (BR),7333
42218,71721,FilmTeknik,7931
42219,71721,Bold Productions,17624
42220,195589,Universal Pictures,33
42221,195589,Point Grey Pictures,16615
42222,195589,Good Universe,17393
42223,33091,Acne Film,5351
42224,46845,Limbridge,1397
42225,46845,Wilderness Films,11981
42226,49588,Kino Swiat,20771
42227,54919,Sandrews,1728
42228,195841,Shango Films,64927
42229,195841,Grey Films,84230
42230,227425,LionsGate,7571
42231,227425,Crest Animation Productions,21234
42232,258096,Lionsgate,1632
42233,258096,Crest Animation Productions,21234
42234,216541,Hollywood Media Bridge,3546
42235,216541,Anchor Bay Films,5860
42236,216541,Voltage pictures,6633
42237,216541,Creamovies,21441
42238,216541,Picture Perfect Corp.,21442
42239,49158,American International Pictures (AIP),9266
42240,49158,Samuel Z. Arkoff,47821
42241,49158,Esse Ci Cinematografica,47822
42242,191720,Caméra One,6454
42243,191720,Snowfort Pictures,7787
42244,191720,Endless Picnic,14664
42245,259879,Odyssey Motion Pictures,3835
42246,174316,Lagniappe Films,14637
42247,174316,I'm So Sorry Productions,26072
42248,52531,Daiei Motion Picture Company,3214
42249,205601,Isle of Man Film,2268
42250,205601,DJ Films,5654
42251,205601,British Film Institute (BFI),7281
42252,205601,Pinewood Studios,19404
42253,205601,Metrol Technology,25954
42254,152599,Kingsgate Films,770
42255,152599,Worldview Entertainment,9015
42256,19703,UTV Motion Pictures,2320
42257,30648,ABKCO Music and Records,5080
42258,30648,Primex,5081
42259,262338,Maguire Entertainment,2236
42260,262338,Millennium Films,10254
42261,262338,Material Pictures,12139
42262,262338,Film i Väst,17513
42263,262338,Filmgate Films,18230
42264,53144,Republic Pictures,1432
42265,38980,Universal Pictures,33
42266,82529,"ZDF ""Das Kleine Fernsehspiel""",1928
42267,82529,Mafilm,8100
42268,82529,Hochschule für Film und Fernsehen 'Konrad Wolf',19673
42269,94478,Sigma Films,53874
42270,26166,RKO Radio Pictures,6
42271,139519,Killer Films,1422
42272,139519,Braven Films,21622
42273,139519,Rip Cord Productions,21623
42274,186935,Mantarraya Producciones,863
42275,186935,No Dream Cinema,864
42276,186935,Lemming Film,2345
42277,186935,Le Pacte,5125
42278,186935,Fondo para la Producción Cinematográfica de Calidad (FOPROCINE),9980
42279,186935,ZDF/Arte,11237
42280,186935,unafilm,14547
42281,186935,Centre National du Cinéma et de L'image Animée (CNC),17298
42282,186935,Tres Tunas,22621
42283,186935,Consejo Nacional para la Cultura y las Artes (CONACULTA),22622
42284,186935,Ticoman,22623
42285,186935,Iké Asistencia,22624
42286,186935,Fonds Sud Cinéma,22625
42287,186935,Ministère des Affaires Etrangères et Européennes,22626
42288,186935,Film- und Medienstiftung NRW,22627
42289,186935,Netherland Filmfund,22628
42290,186935,Sundance / NHK International Filmmakers Award,22629
42291,48949,Metro-Goldwyn-Mayer (MGM),8411
42292,16931,Mandalay Pictures,551
42293,16931,Brookwell-McNamara Entertainment,3235
42294,16931,MGM Home Entertainment,6434
42295,16931,Metro-Goldwyn-Mayer (MGM),8411
42296,38281,Shintoho Company,3094
42297,44263,Enlight Pictures,4053
42298,44263,Shanxi Film Studio,49976
42299,44263,Guangzhou Ying Ming Media Co.,49977
42300,252680,TriStar Pictures,559
42301,252680,Provident Films,3291
42302,252680,Pure Flix Entertainment,6427
42303,252680,Affirm Films,10156
42304,252680,FourBoys Entertainment,80078
42305,105945,185 Trax,22036
42306,105945,7th Sense Films,22037
42307,128237,Universidad del Cine,11999
42308,128237,Alta Definición Argentina,16813
42309,128237,Revólver Films,52436
42310,197562,National Film Development Corporation of India (NFDC),76348
42311,10244,Antiteater-X-Film,2277
42312,55589,Palladium,7575
42313,195522,Estudios Churubusco Azteca,5153
42314,195522,Secretaría de Educación Pública,14567
42315,54281,Daiei Studios,881
42316,199715,American International Pictures (AIP),9266
42317,240832,Universal Pictures,33
42318,240832,TF1 Films Production,3823
42319,240832,Canal+,5358
42320,240832,EuropaCorp,6896
42321,240832,Ciné+,23616
42322,127585,Twentieth Century Fox Film Corporation,306
42323,127585,Donners' Company,431
42324,127585,Marvel Entertainment,7505
42325,127585,Bad Hat Harry Productions,9168
42326,127585,TSG Entertainment,22213
42327,127585,Down Productions,37336
42328,127585,Revolution Sun Studios,76043
42329,124905,Toho Company,882
42330,124905,Legendary Pictures,923
42331,124905,Warner Bros.,6194
42332,124905,Disruption Entertainment,10256
42333,124905,RatPac-Dune Entertainment,41624
42334,179818,Metro-Goldwyn-Mayer (MGM),8411
42335,90617,Bosna Film,10617
42336,74505,Haxan Films,15160
42337,74505,amber entertainment,16310
42338,187596,Lakeshore Entertainment,126
42339,187596,Sidney Kimmel Entertainment,737
42340,187596,FilmDistrict,7263
42341,222724,Hutson Ranch Media,17038
42342,223971,British Broadcasting Corporation (BBC),3324
42343,188166,Film Science,1976
42344,188166,The Lab Of Madness,2772
42345,188166,Neighborhood Watch,22700
42346,188166,Paradise City,28360
42347,192132,RabbitBandini Productions,8924
42348,192132,Tribeca Film,20670
42349,212231,Wingman Productions,3019
42350,212231,Imprint Entertainment,5218
42351,212231,Gordon Bijelonic / Datari Turner Films,16042
42352,42092,National Film Development Corporation of India (NFDC),76348
42353,41781,National Film Development Corporation of India,503
42354,41781,DD Productions,1524
42355,41781,Erato Films,2239
42356,41781,Canal+,5358
42357,215407,Ohra-Sogeav,37665
42358,215407,Interfilms,37666
42359,4269,Progefi,1613
42360,54280,Daiei Motion Picture Company,3214
42361,54284,Toho Company,882
42362,54284,Katsu Production Co. Ltd.,3038
42363,59981,Prana Animation Studios,22135
42364,59981,Summertime Entertainment,48471
42365,212778,Prescience,6901
42366,212778,Fairview Entertainment,7297
42367,212778,Altus Media,86708
42368,209091,BBC,5996
42369,41847,HBO Films,7429
42370,1840,Twentieth Century Fox Film Corporation,306
42371,49634,Orizzonte 2000,2489
42372,49634,Office de Radiodiffusion Télévision Française (ORTF),10621
42373,49634,RAI Radiotelevisione Italiana,20091
42374,267795,Liaison Films,20449
42375,267795,Lionsgate Television,28523
42376,267795,KippSter Entertainment,30115
42377,267795,City Entertainment,30116
42378,267795,Federation Entertainment,51866
42379,69780,American Academy Productions,17072
42380,69780,Edward Janis,17073
42381,89670,Matila Röhr Productions (MRP),5240
42382,89670,Nelonen,20876
42383,120852,Toho Company,882
42384,54306,Toho Company,882
42385,54306,Katsu Production Co. Ltd.,3038
42386,40721,Universal Pictures,33
42387,96912,Mark VII Ltd.,13700
42388,96912,Manzanita Productions,19433
42389,205225,Pop Films,14531
42390,54307,Toho Company,882
42391,54307,Katsu Production Co. Ltd.,3038
42392,253251,Televisión Española (TVE),6639
42393,253251,Televisió de Catalunya (TV3),8530
42394,253251,La Panda,17727
42395,253251,Broad Green Pictures,49389
42396,179085,Warner Bros.,6194
42397,113833,Plan B Entertainment,81
42398,113833,Blumhouse Productions,3172
42399,113833,HBO Films,7429
42400,113833,Ryan Murphy Productions,19328
42401,113833,Twentieth Century Fox Television,24245
42402,91471,Keep Films,3862
42403,91471,Incorporated Television Company (ITC),15980
42404,91471,ABC Entertainment,18742
42405,238006,Network Releasing,20038
42406,210947,Téléfilm Canada,806
42407,210947,Panorama Films,5561
42408,210947,Automatik Entertainment,7625
42409,158936,RabbitBandini Productions,8924
42410,138544,Active Entertainment,10345
42411,214990,2 Man Production,16286
42412,214990,CRC Digital Entertainment,16287
42413,95551,Producciones Prisma,31343
42414,121890,Solar Productions,599
42415,121890,First Artists,4376
42416,121890,Warner Bros.,6194
42417,260202,BBC Films,288
42418,260202,Carnival Films,6196
42419,260202,Heyday Films,7364
42420,260202,Masterpiece,33473
42421,260202,Beagle Pug Films,46339
42422,260339,BBC Films,288
42423,260339,Carnival Films,6196
42424,260339,Heyday Films,7364
42425,171795,Glass Eye Pix,1360
42426,171795,Predestinate Productions,18630
42427,49514,Regent Entertainment,1341
42428,49514,Media Asia Films Ltd.,6377
42429,232672,Happy Madison Productions,2608
42430,232672,Karz Entertainment,4194
42431,232672,Warner Bros.,6194
42432,232672,Gulfstream Pictures,20788
42433,198277,Likely Story,1785
42434,198277,Apatow Productions,10105
42435,198277,Exclusive Media Group,11448
42436,198277,Sycamore Pictures,14319
42437,253270,Mad Dog Pictures,42349
42438,253270,Spring Pictures,54602
42439,276122,Hodgee Films,27863
42440,56171,"Asylum, The",3991
42441,166822,Epic Pictures Group,7662
42442,166822,Snowfort Pictures,7787
42443,75950,Columbia Pictures Corporation,441
42444,75950,Gregory Ratoff Productions,20186
42445,462788,WNET Channel 13 New York,10492
42446,204784,Lifetime Television,6530
42447,204784,Sony Pictures Television,11073
42448,169853,Mission Films,21482
42449,169853,Prospekt,30706
42450,147726,20th Century Pictures,4985
42451,65603,Columbia Pictures,5
42452,65603,Polyc International BV,10318
42453,47901,First Artists,4376
42454,47901,Balmoral Associates,41810
42455,102651,Walt Disney Pictures,2
42456,102651,Walt Disney Studios Motion Pictures,3036
42457,102651,Roth Films,16314
42458,192149,StudioCanal,694
42459,192149,Working Title Films,10163
42460,254474,BenderSpink,6363
42461,254474,Armory Films,35849
42462,148021,Warner Bros.,6194
42463,148021,Toluca Productions,31700
42464,5421,Metaxa Corporation,4836
42465,5421,Filmirage,6082
42466,268823,filmpool,2688
42467,268823,Tudor Productions,23027
42468,194722,CineSon Entertainment,16647
42469,194722,Look at the Moon Productions,16649
42470,92269,Columbia Pictures Corporation,441
42471,92269,Brooks Ltd.,53785
42472,77925,The Rank Organisation,364
42473,77925,Eurofilm,3505
42474,77925,Bino Cicogna,60952
42475,5157,RM Films International,1876
42476,118283,Warner Bros.,6194
42477,176670,Warner Bros.,6194
42478,46615,Warner Bros.,6194
42479,32929,Warner Bros.,6194
42480,133827,Eichberg-Film,1328
42481,133827,Transmonde Film,1413
42482,133827,Producciones Benito Perojo,9185
42483,133827,Sud-Pacifique Films,10785
42484,133827,Capitole Films,10786
42485,258893,WWE Studios,10339
42486,258893,Warner Bros. Feature Animation,20734
42487,137698,Caméra One,6454
42488,137698,Le Soleil Films,87696
42489,209249,SND,2902
42490,209249,Radar Films,12689
42491,209249,Process Media,29060
42492,209249,Love Punch,29061
42493,99312,Larry Levinson Productions,3282
42494,99312,Alpine Medien Productions,3693
42495,99312,Hallmark Entertainment,31060
42496,188161,Media Rights Capital,2531
42497,188161,Fuzzy Door Productions,8789
42498,188161,Bluegrass Films,27451
42499,188161,RGB Media,31470
42500,109133,Twentieth Century Fox Film Corporation,306
42501,109133,Associated Producers (API),4141
42502,42200,Prospectacle,1578
42503,42200,Action Films,21505
42504,31185,Crystal Clear Pictures,7432
42505,31185,Ocean Pictures,7433
42506,137113,Village Roadshow Pictures,79
42507,137113,Warner Bros.,6194
42508,137113,Viz Media,6687
42509,137113,Province of British Columbia Production Services Tax Credit,12200
42510,137113,3 Arts Entertainment,36390
42511,137113,RatPac-Dune Entertainment,41624
42512,228339,Black Orange,8342
42513,262391,UGC,581
42514,185949,Paramount Pictures,4
42515,173192,Blue Bandana Productions,85910
42516,60643,Columbia Pictures Corporation,441
42517,203819,See-Saw Films,7217
42518,177677,Paramount Pictures,4
42519,177677,Skydance Productions,6277
42520,177677,China Movie Channel,11413
42521,177677,Bad Robot,11461
42522,177677,TC Productions,21777
42523,177677,Alibaba Pictures Group,69484
42524,177677,Odin,69485
42525,106938,Syfy,6677
42526,106938,MNG Films,11713
42527,106938,Parallel Film Productions,16486
42528,106938,Sky Movies,17685
42529,20880,Landroval Studios,3863
42530,64923,Belvision,5850
42531,64923,Valeness,18708
42532,75130,Metro-Goldwyn-Mayer (MGM),8411
42533,198185,Walt Disney Pictures,2
42534,174323,School Pictures,19999
42535,174323,Parting Shots Media,20000
42536,174323,Logolite Entertainment,20001
42537,39567,Elite Film,4856
42538,39567,Ascot Film,6317
42539,39567,Cinemec,84065
42540,173908,Original Media,2292
42541,173908,Empyrean Pictures,34786
42542,173908,Freight Yard Films,34787
42543,173908,Alchemedia Films,34788
42544,159012,Parts and Labor,6531
42545,159012,K5 International,6715
42546,159012,Cinedigm,20659
42547,159012,Ocean Size Pictures,22112
42548,248376,Bona International Film Group,8250
42549,248376,Klein & Shamroy,16927
42550,248376,Mega-Vision Pictures (MVP),17820
42551,248376,Gala Film Distribution,25619
42552,192133,Darko Entertainment,12622
42553,192133,Freeman Film,37816
42554,192133,Subotica Entertainment,39004
42555,62876,Da Ma Produzione,16058
42556,62876,Les Films du Cyclope,16059
42557,54544,Les Films Christian Fechner,461
42558,54544,Rhône-Alpes Cinéma,1666
42559,54544,K.J.B. Production,1667
42560,54544,Canal+,5358
42561,54544,Josy Films,6975
42562,54544,France 2 Cinéma,15671
42563,54544,Centre National de la Cinématographie (CNC),18367
42564,181753,ITC Entertainment Group,51277
42565,255268,Silver Nitrate Films,2262
42566,255268,Sense and Sensibility Ventures,20807
42567,256118,Paul Short Productions,20149
42568,256118,Variety Clubs International,20150
42569,91245,Metro-Goldwyn-Mayer (MGM),8411
42570,207021,American Media Group,5912
42571,120653,Columbia Pictures,5
42572,82657,Vertigo Entertainment,829
42573,82657,Ozla Pictures,2617
42574,82657,Ozla Productions,4777
42575,82657,CBS Films,5490
42576,185471,Boku Films,15799
42577,185471,Compound B,15800
42578,42886,Metro-Goldwyn-Mayer (MGM),8411
42579,46941,Columbia Pictures Corporation,441
42580,46941,Gus Productions,6174
42581,160008,Stourwater Pictures,47281
42582,234154,H.L.S. Ltd.,18088
42583,175339,Projektions-AG Union (PAGU),12950
42584,220494,Single Spark Pictures,32652
42585,220494,Music Box Films,72811
42586,163376,Jalem Productions,11496
42587,248212,Microwave Film,21628
42588,248212,Stink Films,34312
42589,248212,Dominic Buchanan Productions,34313
42590,248212,SUMS* Film and Media,34314
42591,248688,Prospect Park,19776
42592,248688,Maxmedia,21722
42593,248688,VT Films,23567
42594,248688,Flywheel & Shyster,23568
42595,248688,Globomedia Cine,23569
42596,248688,Telefónica Studios,29564
42597,248688,Quentin Quayle Pictures,90464
42598,248688,Pangea Productions,90465
42599,217948,Metro-Goldwyn-Mayer (MGM),8411
42600,4926,Metro-Goldwyn-Mayer (MGM),8411
42601,4926,Andrew L. Stone Productions,14828
42602,222935,Fox 2000 Pictures,711
42603,222935,Temple Hill Entertainment,12292
42604,222935,TSG Entertainment,22213
42605,209185,Max Films Productions,7828
42606,209185,Morag Loves Company,33137
42607,174682,XYZ Films,12142
42608,174682,Quincy Pictures,24086
42609,174682,Cinipix,24087
42610,174682,Cosmic Toast Studios,24088
42611,175541,Fox Searchlight Pictures,43
42612,175541,Malvern Pictures,85720
42613,220820,VMI Worldwide,23688
42614,220820,High Five Films,25635
42615,105875,GoodTimes Entertainment,15488
42616,140870,Futurikon,2613
42617,140870,Entre Chien et Loup,3984
42618,140870,Futurikon Production II,16868
42619,140870,Mollywood,22071
42620,140870,Nozon,67715
42621,94671,Media Talent Group,3490
42622,94671,AR Films,11005
42623,94671,Aldamisa Entertainment,11006
42624,40485,Four-Leaf Productions,2258
42625,93057,Productions Arys,61259
42626,106042,Clover Productions,3458
42627,82881,Walt Disney Animation Studios,6125
42628,61221,William Castle Productions,10324
42629,44631,Universal International Pictures (UI),10330
42630,43808,Metro-Goldwyn-Mayer (MGM),8411
42631,104556,RKO Radio Pictures,6
42632,131366,Gloria-Film GmbH,2076
42633,131366,Henny Porten Filmproduktion,70277
42634,50379,Warner Bros.,6194
42635,110428,Canal+,5358
42636,110428,Arte France Cinéma,6916
42637,110428,3B Productions,7184
42638,110428,C.R.R.A.V. Nord Pas de Calais,11433
42639,110428,Region PACA,78987
42640,100271,Tokyo Broadcasting System (TBS),1393
42641,100271,Kadokawa Pictures,2073
42642,100271,Kadokawa Shoten Publishing Co.,9068
42643,100271,Production I.G.,12657
42644,157851,Integral Film,1905
42645,157851,Prospero Pictures,2844
42646,157851,SBS Productions,8997
42647,157851,Sentient Entertainment,23514
42648,1731,Egoli Tossell Film AG,2254
42649,1731,Insight Film Studios,2865
42650,1731,Helena Productions,19107
42651,1731,Filmstiftung Nordrhein-Westfalen,27897
42652,15942,Sofica Europacorp,854
42653,15942,Europa Corp,1075
42654,15942,Avalanche Productions,2525
42655,15942,Canal+,5358
42656,78463,MEDIA Programme of the European Union,851
42657,78463,Josef Aichholzer Filmproduktion,10746
42658,68247,Metro-Goldwyn-Mayer (MGM),8411
42659,41415,CFI Investments,17671
42660,41415,SOTTC Film Productions Ltd.,17672
42661,201066,Gather Films,12849
42662,201066,Picturesque Films,23398
42663,218425,Britpack Film Company,50834
42664,218425,DMS Films,50835
42665,218425,Incurably Curious,50838
42666,93837,Crystal City Entertainment,9018
42667,93837,Exclusive Media Group,11448
42668,93837,Kappa Undercover Pictures,61240
42669,93837,Scarlet Fire Entertainment,61241
42670,93837,Hope Town Entertainment,61242
42671,227700,StudioCanal,694
42672,227700,Antena 3 Films,6538
42673,227700,The Safran Company,11565
42674,227700,Ombra Films,23513
42675,227700,Roxbury,63808
42676,227700,Vertical Entertainment,88606
42677,228028,Kim and Jim Productions,10425
42678,126676,Agat Films & Cie,6519
42679,114574,The Asylum,1311
42680,187017,Columbia Pictures,5
42681,187017,Original Film,333
42682,187017,Media Rights Capital,2531
42683,187017,Metro-Goldwyn-Mayer (MGM),8411
42684,187017,Cannell Studios,9194
42685,187017,LStar Capital,34034
42686,187017,33andOut Productions,34035
42687,187017,JHF Productions,34036
42688,244088,Indiana Production Company,18156
42689,244088,Motorino Amaranto,50915
42690,156022,Columbia Pictures,5
42691,156022,Village Roadshow Pictures,79
42692,156022,Escape Artists,1423
42693,156022,Mace Neufeld Productions,2767
42694,156022,LStar Capital,34034
42695,156022,Lonetree Entertainment,41096
42696,82702,DreamWorks Animation,521
42697,82702,Mad Hatter Entertainment,20154
42698,228915,Hex Media,38766
42699,228915,Dark Dunes Productions,38767
42700,102272,Hallelujah-Film GmbH,38298
42701,38195,Paradis Films,255
42702,194662,Worldview Entertainment,9015
42703,194662,New Regency Pictures,10104
42704,194662,TSG Entertainment,22213
42705,194662,Le Grisbi Productions,47169
42706,194662,M Productions,52660
42707,48573,Ikiru Films,2875
42708,48573,Antena 3 Films,6538
42709,48573,Conspiraçao Filmes,8118
42710,48573,El Toro Productions,16268
42711,112160,Monkey Pack Films,8906
42712,112160,Toloda,9011
42713,275573,Allied Artists Pictures,4928
42714,275573,Westwood Productions,36989
42715,38962,Hammer Film Productions,1314
42716,240594,Twentieth Century Fox Film Corporation,306
42717,78355,Paramount Pictures,4
42718,84796,Universal Pictures,33
42719,84796,F.P. Productions,45509
42720,87368,Archipel 35,2695
42721,87368,Canal+,5358
42722,87368,Arte France,6111
42723,87368,CinéCinéma,6301
42724,87368,Arte France Cinéma,6916
42725,87368,Programme MEDIA de la Communauté Européenne,11248
42726,87368,Centre National de la Cinématographie (CNC),18367
42727,87368,Centre National de la Cinématographie et de l'Image Animée,20345
42728,87368,Région Bretagne,20346
42729,87368,Banque Populaire Images 11,20347
42730,87368,Cinémage 5,20348
42731,87368,Uni Étoile 8,20349
42732,87368,Sofica Cofinova,20351
42733,209780,Content Media Corp.,21569
42734,209780,Vuguru Studios,25179
42735,159770,XYZ Films,12142
42736,159770,Zapruder Films,72063
42737,119575,Amicus Productions,4630
42738,172475,United Artists,60
42739,86283,Filmways Australasian,3270
42740,86283,The Australian Film Commission,5186
42741,86283,Australian International Film Corp. (AIFC),5598
42742,86283,F.G. Film Productions,17526
42743,86283,Victorian Film,22046
42744,28497,Warner Bros.,6194
42745,28497,William Conrad Productions,16064
42746,21974,Lifeboat News,21193
42747,21974,Moonfire Studio,21194
42748,146521,"Experimental Film Studio, Moscow",87514
42749,91722,Metro-Goldwyn-Mayer (MGM),8411
42750,28006,Individual Pictures,6730
42751,146243,QED International,11029
42752,146243,Revolver Picture Company,24428
42753,146243,Covert Media,73666
42754,250577,Red Letter Media,15886
42755,250577,Geekscape Productions,19448
42756,250577,Exhibit A Pictures,63267
42757,159701,School Pictures,19999
42758,26480,Hammer Film Productions,1314
42759,26480,Shaw Brothers,5798
42760,259943,LeVision Pictures,20966
42761,85350,IFC Films,307
42762,85350,Detour Filmproduction,11510
42763,253279,Sunrise Films,19850
42764,253279,Pitbull Pictures,19851
42765,256593,BOB Film Sweden AB,3792
42766,133558,Koan Films,10890
42767,133558,Go Films,13313
42768,86297,Mansfield Productions,13689
42769,184098,Will Packer Productions,49968
42770,43868,Twentieth Century Fox Film Corporation,306
42771,31880,A-Mark Entertainment,2248
42772,31880,Zide-Perry Productions,3169
42773,31880,FlipZide Pictures,3478
42774,31880,Project 8 Films,18665
42775,31880,Parallel Media,18667
42776,31880,Voodoo Production Services,18668
42777,209451,Warner Bros.,6194
42778,77444,Chronicle Pictures,18378
42779,77444,Kulwar Films,44100
42780,77444,Last Call Productions,44101
42781,58733,Hammer Film Productions,1314
42782,139575,Sveriges Television (SVT),3221
42783,139575,Cinepost Studios,3376
42784,139575,Sonet Film AB,7937
42785,44769,Arcola Pictures,14091
42786,250658,Participant Media,6735
42787,250658,FilmBuff,15722
42788,250658,Luminant Media,17444
42789,250658,Unjustus Films,43313
42790,262390,HBO,6068
42791,110823,Cinema Center Films,3070
42792,110823,Vides Cinematografica,12111
42793,151431,London Film Productions,659
42794,84364,RKO Radio Pictures,6
42795,140825,Les Films Pomereu,459
42796,140825,Les Films Corona,1398
42797,91314,Paramount Pictures,4
42798,91314,Amblin Entertainment,56
42799,91314,Di Bonaventura Pictures,435
42800,91314,Platinum Dunes,2481
42801,91314,China Movie Channel,11413
42802,91314,Hasbro Studios,22826
42803,91314,Ian Bryce Productions,38833
42804,91314,Revolution Sun Studios,76043
42805,215042,Mystery Productions,88966
42806,242102,Incorporated Television Company (ITC),15980
42807,242102,Bulldog,73429
42808,74629,Warner Bros. Television,1957
42809,74629,Home Box Office (HBO),3268
42810,74629,Bartleby,78463
42811,50761,Towers of London Productions,1426
42812,72473,Twentieth Century Fox Film Corporation,306
42813,204968,Scorpio Studio,53894
42814,66762,American International Pictures (AIP),9266
42815,206192,Julijette,34994
42816,89187,Two Cities Films,4006
42817,171372,Element Pictures,3353
42818,171372,Film4,9349
42819,171372,Runaway Fridge Productions,26820
42820,133411,Motlys,2783
42821,13167,Carr-Santelli,3588
42822,176403,Arizona Films,16906
42823,176403,Indiz Film,29687
42824,176403,Polare Film,29688
42825,70706,Groundswell Productions,4205
42826,70706,Herrick Productions,55106
42827,43741,BBC Films,288
42828,43741,Talkback Thames,5645
42829,43741,HBO Films,7429
42830,64976,Film Ventures International (FVI),4805
42831,64976,Montoro Productions Ltd.,11480
42832,64976,Mid-America Pictures,17778
42833,80653,Shumba International Corporation,35021
42834,180296,Lionsgate,1632
42835,186988,Rai Cinema,2683
42836,186988,Buena Onda,5096
42837,212899,Metro-Goldwyn-Mayer (MGM),8411
42838,218836,Walt Disney Pictures,2
42839,218836,DisneyToon Studios,5391
42840,218836,Prana Studios,18713
42841,218836,Prana Animation Studios,22135
42842,100088,World Film Services,3167
42843,100088,Champion Production Company,18058
42844,100088,World Arts Media,18059
42845,127091,Cinemaster S.r.l.,10519
42846,127091,Mara Films,16352
42847,127091,Mount Street Film,16353
42848,174319,isotopefilms,8031
42849,79255,Belladonna Productions,2341
42850,79255,Films In Motion,11279
42851,79255,Film and Music Entertainment (F&ME),21446
42852,79255,Full Circle Films,26361
42853,72951,Color Green Films,7669
42854,72951,True Fiction Filmz,7670
42855,262340,BBC Films,288
42856,262340,That's Nice Films,32182
42857,262340,BocFlix,32183
42858,118887,Hemdale,16593
42859,118887,Fawcett-Majors Productions,21290
42860,43387,Universal International Pictures (UI),10330
42861,226486,New Line Cinema,12
42862,226486,Gary Sanchez Productions,4740
42863,139406,Discovery Productions,16798
42864,64246,Sunrise,3153
42865,242224,South Australian Film Corporation,2806
42866,242224,Screen Australia,7584
42867,242224,Smoking Gun Productions,21181
42868,242224,Causeway Films,32301
42869,28440,Almena Films,4804
42870,28440,F. Ariza,92912
42871,28440,Fort Films Productions,92913
42872,29126,Columbia Pictures Corporation,441
42873,99647,Omega Micott Inc.,5284
42874,99647,Blue Production Partnership,60718
42875,114838,Warner Bros.,6194
42876,267999,Proton Cinema,17173
42877,267999,Filmpartners,20692
42878,267999,Pola Pandora Filmproduktions,41706
